REC_ID,REC2_ID,CULTURE,SEX,AGE,DATE_OF_BIRTH,TITLE,GIVEN_NAME,SURNAME,STATE,SUBURB,POSTCODE,STREET_NUMBER,ADDRESS_1,ADDRESS_2,PHONE_NUMBER,SOC_SEC_ID,BLOCKING_NUMBER,FAMILY_ROLE,ID
"
rec-62708-org",rec-77562-org," "," f"," 32"," 19840818"," mr"," elysse"," rivera"," nsw"," spicers creek"," 2134"," 4"," grayson street"," forest placeretire"," 02 24593100"," 6458062"," 0"," NoRole",134
"
rec-61068-org",rec-37745-org," usa"," f"," 27"," 19890923"," ms"," jake"," nichols"," nsw"," wonboyn lake"," 3377"," 18"," brockway circuit"," "," 02 66109723"," 9451283"," 9"," NoRole",135
"
rec-30514-org",rec-49120-org," chi"," f"," 30"," 19861123"," mr"," chloe"," byan"," nsw"," brushgrove"," 2352"," 13"," wenholz street"," "," 612 01286355"," 8837154"," 1"," NoRole",136
"
rec-23062-dup-1",rec-18409-org," "," "," 10"," 20061001"," "," ya min"," cybulski"," wa"," mooriary"," 5046"," 184"," rouget place"," glenwa ren"," 08 58968233"," 8869359"," 1"," NoRole",137
"
rec-2946-dup-0",rec-93539-org," usa"," f"," 27"," 19890903"," "," liam"," davenport"," "," toowoomba"," 4807"," 38"," derringtonucrescent"," "," 07 61316370"," 7108327"," 6"," NoRole",138
"
rec-21986-dup-0",rec-96172-org," usa"," f"," 9"," 20070408"," "," jo n"," lane"," qld"," marlbo ough"," 2085"," 24"," bromley street"," "," 613 48641455"," 6024496"," 3"," NoRole",139
"
rec-13668-org",rec-44563-org," ser"," "," "," 19711212"," "," archie"," duplancic"," nsw"," dalwood"," 2000"," 346"," "," "," 2 97694902"," 5283091"," 4"," NoRole",140
"
rec-71624-org",rec-17480-org," ger"," f"," 28"," 19880307"," "," rhys"," hupetcoff"," vic"," north bondi"," 2198"," 68"," samuels crescent"," "," 618 03604952"," 8830388"," 2"," NoRole",141
"
rec-88564-org",rec-75208-org," unk"," f"," 34"," 19821128"," ms"," samantha"," scjum"," nsw"," bomaderry"," 2026"," 120"," maloney street"," "," 02 43122450"," 1665941"," 9"," NoRole",142
"
rec-24052-org",rec-2833-org," usa"," f"," 24"," 19920726"," ms"," daniel"," cross"," tas"," redpa"," 3175"," 13"," lansell circuit"," "," 02 62238453"," 9080153"," 5"," NoRole",143
"
rec-20-org",rec-73285-org," "," f"," "," 19580926"," mr"," isabella"," campbell"," nsw"," bangalow"," 4115"," 8"," darke street"," warrawong"," 2 28770728"," 1366616"," 8"," NoRole",144
"
rec-8211-org",rec-69154-org," ind"," f"," 25"," 19910505"," "," michaela"," tyagi"," wa"," palmer"," 3216"," 35"," threlfall street"," perry park hostel"," 04 35714034"," 1011411"," 5"," NoRole",145
"
rec-76503-dup-1",rec-42711-org," unk"," "," 40"," 19760818"," ms"," aikaterina"," scottjackson"," qld"," victoria plantation"," 42 6"," 9"," wambaya cr escent"," kirkcaldy"," 03 24219305"," 5393507"," 9"," NoRole",146
"
rec-22627-dup-1",rec-582-org," ind"," f"," 21"," 19950318"," "," kaela"," puliyua"," nsw"," albion park rail"," 3044"," 9"," endeavour street"," terra nostra"," 02 26571163"," 4803656"," 5"," NoRole",147
"
rec-28056-org",rec-90781-org," "," f"," 32"," 19840301"," "," mitchell"," marsom"," nsw"," crestwood"," 7008"," 7"," curtin place"," conor-nor"," 02 90872375"," 8578523"," 3"," NoRole",148
"
rec-61375-org",rec-77919-org," swe"," f"," 23"," 19930407"," mr"," indiana"," dettman"," nsw"," canterbury"," 2880"," 5"," fornax street"," kincumber nautical vlge"," 612 93620669"," 6016001"," 1"," NoRole",149
"
rec-75753-dup-0",rec-20934-org," usa"," "," 28"," 19868710"," ms"," joshua"," holcomb"," sa"," stonyfell"," 6028"," 954"," weld street"," "," 7 65459599"," 4301444"," 9"," NoRole",150
"
rec-35692-dup-1",rec-62595-org," unk"," f"," "," 19440624"," ms"," jayd n"," abbetmeyer"," qld"," murrumba  owns"," 2745"," 29"," rossarden street"," red hill fruit"," 613 19821673"," 6141226"," 0"," NoRole",151
"
rec-28072-dup-0",rec-1580-org," iri"," "," 29"," 19811220"," "," aidan"," munroe"," vic"," weatherboard"," 3498"," 56"," bullala circuit"," lyndale"," "," 9669404"," 4"," NoRole",152
"
rec-79916-org",rec-89104-org," por"," f"," 34"," 19820215"," "," krystin"," alves"," sa"," sheffield"," 4053"," 11"," conlon crescent"," "," 617 81272109"," 7436367"," 9"," NoRole",153
"
rec-71987-org",rec-38268-org," unk"," f"," "," 19481023"," "," ebony"," streich"," nsw"," kearsley"," 3556"," 1"," charterisville avenue"," espana village"," 02 32682353"," 3311728"," 8"," NoRole",154
"
rec-85383-org",rec-45549-org," eng"," f"," 21"," 19950730"," "," flynn"," brasher"," vic"," burdett"," 3160"," 63"," lock place"," "," 8 08387157"," 3917120"," 8"," NoRole",155
"
rec-84147-dup-0",rec-47324-org," ger"," "," 27"," 19891028"," ms"," georgia"," silverstein"," nsw"," ulamambri"," 3196"," 117"," outtrimavenue"," paddy"," 612 34454682"," 92 7572"," 9"," NoRole",156
"
rec-71057-org",rec-75334-org," abo"," f"," 32"," 19841002"," "," emiily"," yunipingu"," qld"," goondi hill"," 2782"," 106"," broome crescent"," "," 3 96993127"," 6190728"," 0"," NoRole",157
"
rec-95509-dup-0",rec-37602-org," ara"," f"," 3 3"," 19830715"," mr"," mitchell"," "," sa"," parachilna"," 2125"," 4"," hacket t garden"," bushland retirement village"," 7 43267870"," 4621644"," 1"," NoRole",158
"
rec-80216-org",rec-28999-org," unk"," f"," 28"," "," "," taylah"," abbatista"," nsw"," red rock"," 5051"," 3"," octy place"," "," 02 33104100"," 6680585"," 7"," NoRole",159
"
rec-63444-dup-0",rec-46882-org," usa"," m"," 30"," 19860316"," dr"," lucy"," ford"," "," keilor east"," 4872"," 18 0"," dunlop street"," sect'lon"," 08 90749983"," 3810722"," 4"," NoRole",160
"
rec-53459-org",rec-70123-org," ira"," f"," 22"," 19941009"," "," sybella"," kashani"," "," campsie"," 4035"," 4"," cobbadah street"," "," "," 4438590"," 3"," NoRole",161
"
rec-57936-dup-0",rec-72410-org," unk"," f"," 25"," 19910311"," "," benjamin"," sciacca"," nsw"," callala bay"," 4118"," 1"," cartwright street"," montessa heights"," 2 04169926"," 4779778"," 3"," NoRole",162
"
rec-63074-org",rec-72481-org," ser"," "," 29"," 19871011"," "," ethan"," kraljevic"," nsw"," numbla vale"," 3122"," 29"," jennings street"," "," 2 53247312"," 9214037"," 2"," NoRole",163
"
rec-48025-org",rec-99357-org," "," m"," 12"," 20040612"," "," joshua"," burford"," "," wallabadah"," 2480"," 59"," honyong crescent"," "," 07 72105706"," 7119108"," 3"," NoRole",164
"
rec-81565-org",rec-8537-org," chi"," f"," 37"," 19791208"," "," adam"," lyan"," nsw"," ballyroe"," 4053"," 13"," bertel crescent"," glenview"," 02 78036544"," 8563169"," 9"," NoRole",165
"
rec-29681-org",rec-92964-org," eng"," f"," 10"," 20060117"," "," erin"," mark"," qld"," causeway lake"," 4563"," 39"," ijong street"," "," 3 21817077"," 3013931"," 4"," NoRole",166
"
rec-93359-org",rec-80436-org," rus"," "," "," 19230321"," "," laura"," brechkovsky"," nsw"," crooble"," 6030"," 14"," loureiro street"," "," 2 54922938"," 4393360"," 0"," NoRole",167
"
rec-23737-dup-1",rec-43139-org," eng"," "," "," 19791108"," "," nichokas"," ryely"," qld"," gowrie"," 4207"," 40"," muirheas place"," old purrawunda"," 03 25227551"," 8705626"," 6"," NoRole",168
"
rec-92892-org",rec-93223-org," unk"," f"," 36"," 19800818"," mr"," amelia"," strampher"," qld"," paluma"," 3101"," 77"," yaldwyn place"," "," 613 99861103"," 8324920"," 6"," NoRole",169
"
rec-22774-org",rec-54530-org," usa"," "," 35"," 19810925"," "," will"," mcguire"," qld"," waterman"," 2829"," 14"," solander place"," "," 613 25502445"," 6448796"," 9"," NoRole",170
"
rec-33141-dup-1",rec-77010-org," hun"," f"," 27"," 19891011"," hon"," calvin"," jagadics"," vic"," melvile forestt"," 3695"," 2"," carstensz street"," "," 8 56124708"," 4726570"," 2"," NoRole",171
"
rec-7039-org",rec-43018-org," eng"," f"," 10"," 20060501"," "," shannon"," croft"," nt"," malak"," 4221"," 9"," yambina crescent"," st johnof god hospital"," 03 96005472"," 4622031"," 7"," NoRole",172
"
rec-42796-dup-0",rec-63977-org," ind"," "," 31"," 19850827"," pfc"," noah"," srivaths"," wa"," baudin"," 3015"," 3"," weathers street"," "," "," 4880496"," 9"," NoRole",173
"
rec-36727-dup-0",rec-70136-org," unk"," f"," 2|"," 19950910"," dr"," lily"," scorsone"," q d"," nanum"," 3641"," 177"," port arthur street"," glenview"," 613 52805379"," 6993240"," 3"," NoRole",174
"
rec-67622-org",rec-47085-org," eng"," "," 19"," "," "," katelyn"," melville"," sa"," rudall"," 3076"," 38"," ross smith crescent"," "," 617 38645840"," 3731547"," 6"," NoRole",175
"
rec-53882-org",rec-54361-org," unk"," f"," "," 19060713"," dr"," james"," abbitt"," nsw"," basin view"," 4670"," 16"," gawler crescent"," "," 2 99865202"," 8056336"," 5"," NoRole",176
"
rec-95144-org",rec-24569-org," unk"," f"," 38"," 19780711"," "," maxin"," scoby"," vic"," arcadia"," 3392"," 35"," mawson drive"," "," 618 44247260"," 6817421"," 6"," NoRole",177
"
rec-96740-org",rec-76825-org," usa"," f"," 29"," 19870609"," "," jake"," galloway"," "," lower templestowe"," 3638"," 15"," coles place"," "," "," 4196670"," 9"," NoRole",178
"
rec-6586-dup-0",rec-61023-org," ind"," "," 28"," 19880222"," ms"," aleecsandra"," jujeet"," nsw"," connells point"," "," 64"," forbes street"," melita"," 2 70412197"," 5008281"," 7"," NoRole",179
"
rec-80732-org",rec-75760-org," ind"," f"," 27"," 19890114"," "," abbey"," chopra"," vic"," syndal"," 6432"," 340"," wattle street"," "," 8 28960986"," 5979101"," 0"," NoRole",180
"
rec-5434-org",rec-72357-org," unk"," f"," 22"," 19940414"," pfc"," jack"," aarts"," nsw"," guildford west"," 3181"," 32"," armytage circuit"," colefield cvn park"," 02 66504176"," 8269195"," 6"," NoRole",181
"
rec-1607-org",rec-5497-org," ind"," f"," 33"," 19830320"," "," lachlan"," sudeva"," wa"," allanooka"," 2430"," 5"," beasley street"," "," 8 50346609"," 4015558"," 5"," NoRole",182
"
rec-2497-org",rec-45440-org," ita"," m"," 36"," 19800903"," mr"," isabella"," bettiza"," nsw"," berkeley"," 4115"," 3"," langlands close"," "," 612 12824638"," 2965711"," 5"," NoRole",183
"
rec-24750-org",rec-71541-org," usa"," "," 25"," 19911012"," hon"," mia"," west"," qld"," new harbourline"," 5113"," 14"," shepherdson place"," "," 613 56735630"," 7055920"," 9"," NoRole",184
"
rec-95194-org",rec-99433-org," unk"," f"," 33"," 19830121"," "," harley"," stratou"," nsw"," kingsgrove"," 2067"," 51"," reader court"," conor-nor"," 612 44920840"," 5192026"," 2"," NoRole",185
"
rec-44459-org",rec-62106-org," usa"," m"," 25"," 19910725"," "," kayla"," vinson"," vic"," newstead"," 2430"," 43"," barton highway"," "," 08 74669394"," 2564539"," 8"," NoRole",186
"
rec-26054-org",rec-13710-org," eng"," "," 24"," "," "," liam"," vipond"," qld"," chirn park"," 5253"," 3"," rivett street"," "," 03 19188938"," 8465392"," 3"," NoRole",187
"
rec-4239-org",rec-12096-org," eng"," m"," 20"," 19961213"," "," sophie"," croft"," wa"," lort river"," 3121"," 84"," caley crescent"," "," 08 10278486"," 2272216"," 7"," NoRole",188
"
rec-71065-org",rec-85143-org," eng"," f"," 34"," 19820405"," ms"," alana"," jephson"," vic"," yarra junction"," 4074"," 47"," port jackson circuit"," "," 08 34123874"," 8077540"," 8"," NoRole",189
"
rec-6965-dup-1",rec-90661-org," ser"," m"," 22"," 19940323"," "," liam"," potu rak"," nsw"," rydal"," 2101"," 6 "," grayson street"," wirraway"," 02 41164876"," 1302975"," 6"," NoRole",190
"
rec-723-org",rec-39498-org," ina"," f"," "," 19010713"," ms"," jenna"," iskandar"," sa"," loveday"," 3672"," 31"," gooreen street"," bexley"," 617 78834287"," 1170529"," 8"," NoRole",191
"
rec-70266-dup-0",rec-55704-org," gre"," "," 24"," 19920223"," "," zoshua"," bolari"," qld"," nom"," 4011"," 38"," "," "," 613 99198736"," 6938356"," 0"," NoRole",192
"
rec-75320-org",rec-26981-org," tur"," "," 9"," 20070727"," "," jordan"," inonu"," sa"," stenhouse bay"," 5700"," 30"," tallara parkway"," koonoomoo"," 617 55669181"," 2892658"," 0"," NoRole",193
"
rec-19014-dup-0",rec-79916-org," unk"," f"," 37"," 19790928"," dr"," tahlia"," abbondandola"," wa"," south guildford"," 3953"," 5"," knoke avenue"," "," 618 99178031"," 8918632"," 4"," NoRole",194
"
rec-47047-org",rec-26693-org," usa"," "," 34"," 19820410"," "," claire"," wall"," tas"," saltwater river"," 2317"," 14"," woronora street"," kellhaven"," 617 28316306"," 9874099"," 1"," NoRole",195
"
rec-57693-org",rec-71127-org," unk"," f"," 31"," 19850829"," "," dante"," streckfuss"," vic"," patchewollock"," 4740"," 46"," kneeshaw street"," "," 8 68884444"," 8959976"," 6"," NoRole",196
"
rec-1837-org",rec-93635-org," jap"," f"," 29"," 19870612"," "," sarah"," takaoka"," nsw"," branxton"," 6160"," 75"," liffey circuit"," "," 2 06358281"," 5406500"," 2"," NoRole",197
"
rec-26101-org",rec-41536-org," eng"," f"," 24"," 19920206"," hon"," emma"," christians"," "," terrigal"," 2578"," 23"," mersey place"," st james"," 07 11827300"," 4674534"," 4"," NoRole",198
"
rec-79485-org",rec-34131-org," eng"," f"," "," "," ms"," campbell"," britton"," nsw"," breakfast point"," 4115"," "," "," kookaburra village"," 2 00659858"," 8993462"," 8"," NoRole",199
"
rec-34486-dup-1",rec-3365-org," eng"," m"," "," 19030905"," ms"," brokck"," earl"," nsw"," buxton"," 4171"," 13"," barnett close"," rose vale"," 612 70690928"," 2636271"," 0"," NoRole",200
"
rec-68534-dup-1",rec-96425-org," sri"," "," 27"," 19890 12"," ms"," lo is"," ratwatte?"," sa"," culburra"," 2145"," 8"," pickles street"," "," 7 00021194"," 9990026"," 0"," NoRole",201
"
rec-86493-org",rec-93175-org," unk"," f"," 30"," 19860318"," "," jack"," schwanke"," qld"," great sandy strait"," 2622"," 26"," bollard street"," agarabi"," 03 70405949"," 4005235"," 3"," NoRole",202
"
rec-33517-org",rec-68576-org," chi"," "," 36"," 19800327"," dr"," lucy"," chao"," nsw"," mill park"," 6010"," 6"," tunney crescent"," "," 612 34870398"," 1265536"," 5"," NoRole",203
"
rec-49490-dup-0",rec-88944-org," unk"," m"," 32"," 19840510"," ms"," izabella"," scolastikwue"," wa"," tincurrin"," 3106"," 30"," dirrawan garden"," "," 618 40066240"," 2475161"," 6"," NoRole",204
"
rec-3409-org",rec-84958-org," usa"," f"," 28"," 19880222"," "," konstantinos"," howe"," nsw"," cremorne"," 4215"," 5"," badimara street"," "," 612 30829946"," 8525655"," 2"," NoRole",205
"
rec-44613-org",rec-38768-org," eng"," f"," 10"," 20060124"," ms"," devan"," ryer"," nsw"," runnyford"," 3214"," 16"," postle circuit"," antanoff' south"," 02 72852979"," 2317800"," 1"," NoRole",206
"
rec-2842-org",rec-47905-org," ina"," f"," 35"," 19811202"," ms"," benjamin"," siregar"," qld"," calgoa"," 2259"," 10"," rupp place"," "," 613 55772138"," 7688518"," 1"," NoRole",207
"
rec-63777-org",rec-72322-org," unk"," f"," 31"," 19851010"," "," emiily"," aaternir"," "," glenmore park"," 3116"," 1"," crafer place"," rosetta village"," 04 91810372"," 1054707"," 2"," NoRole",208
"
rec-89334-org",rec-16010-org," eng"," f"," 22"," 19940306"," dr"," jesse"," rennold"," vic"," curdie vale"," 2620"," 21"," swanton street"," "," 07 15176321"," 1666450"," 0"," NoRole",209
"
rec-16060-org",rec-14051-org," ara"," f"," 28"," 19881216"," "," ruby"," hanifa"," nsw"," islington"," "," 2"," flecker place"," "," 02 49926380"," 5822578"," 4"," NoRole",210
"
rec-16556-dup-0",rec-20819-org," eng"," f"," 19"," 19970518"," "," aimee"," spear"," msq"," kareela"," 2147"," 184"," "," "," "," 2384250"," 3"," NoRole",211
"
rec-40195-org",rec-8530-org," spa"," "," "," 19270610"," "," william"," uy"," vic"," yambuk"," 3585"," 89"," troughton street"," "," 08 63879905"," 1692350"," 8"," NoRole",212
"
rec-15720-dup-1",rec-37079-org," usa"," f"," "," 19540508"," "," ellen"," sykes"," qls"," south trees"," 6063"," 223"," loddon street"," "," 3 12025206"," 9972908"," 8"," NoRole",213
"
rec-43437-org",rec-47884-org," sri"," f"," "," 19801222"," "," finn"," gunawardena"," "," mundingburra"," 2117"," 7"," "," "," 03 10498861"," 3102794"," 6"," NoRole",214
"
rec-58700-org",rec-86932-org," tur"," m"," 9"," 20070225"," "," natassia"," toprak"," nsw"," coonamble"," 2090"," 1"," ivo whitton circuit"," "," 07 40018763"," 7241792"," 3"," NoRole",215
"
rec-59979-org",rec-78798-org," usa"," f"," 34"," 19820726"," "," neve"," davies"," nsw"," st ives"," 3429"," 31"," paul coe crescent"," fairway"," 612 89719760"," 8399651"," 8"," NoRole",216
"
rec-22721-org",rec-49170-org," hun"," f"," 20"," "," "," jayden"," kulcsar"," "," invermay"," 2161"," 5"," keenan street"," kinjibi"," 03 05846117"," 2979149"," 3"," NoRole",217
"
rec-61727-org",rec-2045-org," eng"," f"," 39"," 19771105"," "," richard"," trevis"," vic"," albury"," 2421"," 27"," karrugang circuit"," "," 02 45921057"," 5615715"," 9"," NoRole",218
"
rec-12865-org",rec-83149-org," usa"," m"," 13"," 20031228"," "," christian"," roman"," "," port macquarie"," 4740"," 8"," morton street"," el pedro caravan park"," 04 50750623"," 8781670"," 2"," NoRole",219
"
rec-71535-org",rec-66446-org," eng"," f"," "," 19511115"," mr"," james"," banister"," nsw"," glenwood"," 4572"," 48"," dane close"," wexford"," "," 4975830"," 7"," NoRole",220
"
rec-20377-org",rec-50447-org," chi"," m"," 24"," 19920428"," ms"," blake"," phan"," qld"," kairi"," 4077"," 5"," falkiner place"," tulloch"," 03 52521449"," 3954570"," 2"," NoRole",221
"
rec-22845-org",rec-63791-org," chi"," "," 32"," "," "," talia"," kwun"," vic"," "," 4211"," 3"," ligertwood street"," kyeema"," "," 1418929"," 0"," NoRole",222
"
rec-2953-org",rec-5307-org," wel"," f"," 22"," "," dr"," arabella"," probert"," vic"," bayindeen"," 5169"," 618"," mackellar crescent"," "," 618 77552242"," 1062667"," 9"," NoRole",223
"
rec-41590-org",rec-37846-org," usa"," f"," 39"," "," "," oliver"," alston"," nsw"," bungulla"," 2016"," 15"," bedford street"," "," 612 01839920"," 3462048"," 9"," NoRole",224
"
rec-66018-org",rec-69810-org," spa"," m"," 31"," 19850205"," "," sarah"," sert"," qld"," gunyarra"," 3103"," 1"," captain cook crescent"," "," 613 73048978"," 5812165"," 3"," NoRole",225
"
rec-32887-org",rec-56262-org," eng"," f"," 36"," 19801213"," "," jake"," murdoch"," nsw"," airds"," 2324"," 5"," haswell place"," "," 02 64616047"," 7599274"," 1"," NoRole",226
"
rec-84685-org",rec-20219-org," unk"," m"," 12"," 20040111"," "," liana"," strampher"," qld"," antigua"," 6290"," 133"," whitfeld street"," "," "," 2968314"," 8"," NoRole",227
"
rec-96818-org",rec-49409-org," ger"," f"," 31"," 19850814"," "," jack"," gerhardt"," vic"," tolga"," 2087"," 31"," taylor place"," grass trees"," 8 39143380"," 4152062"," 4"," NoRole",228
"
rec-48590-dup-1",rec-72351-org," eng"," f"," 23"," 19931018"," ms"," hampson"," libby"," sa"," glen osmond"," 4310"," 65"," kadina crescent"," "," 617 37298994"," 4902026"," 0"," NoRole",229
"
rec-29640-dup-0",rec-64424-org," usa"," m"," "," 19190129"," pfc"," erin"," figueroa"," qlt"," basin poccket"," 2578"," 27"," glasgow street"," "," 3 55233109"," 5309398"," 3"," NoRole",230
"
rec-49217-dup-0",rec-78860-org," swe"," f"," 26"," 19900817"," "," shenae"," lager oth"," sa"," wool bay"," 202 5"," 84"," welsh place"," "," 07 78466563"," 4194890"," 6"," NoRole",231
"
rec-44043-dup-0",rec-49650-org," chi"," f"," 26"," "," "," jessica"," po"," nsw"," kangaroo creek"," 4343"," 56"," "," "," 612 07851843"," 2169475"," 0"," NoRole",232
"
rec-5955-org",rec-23351-org," eng"," "," 9"," 20070601"," "," blaize"," aitken"," vic"," hughesdale"," 3107"," 476"," roderick street"," strathaird"," 8 71984013"," 5805850"," 9"," NoRole",233
"
rec-57962-org",rec-57545-org," chi"," "," "," 19130911"," "," rhys"," lao"," wa"," davenport"," 2680"," "," ashby circuit"," "," 08 27432332"," 2416768"," 3"," NoRole",234
"
rec-44163-org",rec-12745-org," por"," f"," 25"," 19911228"," "," amy"," trigoso"," nsw"," hillsdale"," 3122"," 46"," spafford crescent"," somerset cottage"," 612 40848195"," 3036163"," 5"," NoRole",235
"
rec-18104-org",rec-68945-org," usa"," f"," 33"," 19831031"," "," william"," woodard"," sa"," whyalla jenkins"," 5007"," "," miller street"," tantallon"," 07 06708042"," 7786527"," 4"," NoRole",236
